Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
1217,Candidate 1217,"Machine Learning, Deep Learning, SQL",7,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,82208,14,61
1826,Candidate 1826,"TensorFlow, Python, Pytorch, NLP",17,B.Sc,Deep Learning Specialization,Data Scientist,Reject,138188,2,97
1199,Candidate 1199,"Networking, Ethical Hacking",0,B.Sc,AWS Certified,AI Researcher,Reject,41127,19,60
86,Renee Patterson MD,"Java, React, C++",8,M.Tech,None,Software Engineer,Hire,87272,2,100
1519,Candidate 1519,"Java, SQL, C++, React",17,B.Tech,Google ML,Software Engineer,Hire,84442,3,68
1834,Candidate 1834,"TensorFlow, Pytorch, NLP, Python",6,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,62621,1,94
1382,Candidate 1382,"Python, Deep Learning, SQL, Machine Learning",7,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,92080,7,36
1376,Candidate 1376,"Python, SQL, Deep Learning",20,PhD,AWS Certified,AI Researcher,Hire,100037,5,88
669,Sarah Jones,"Python, Pytorch, NLP, TensorFlow",3,PhD,Deep Learning Specialization,AI Researcher,Hire,82727,9,100
656,Sandra Brown,"C++, SQL, React, Java",6,PhD,AWS Certified,Software Engineer,Hire,43584,9,100
1015,Candidate 1015,"SQL, Python",17,B.Tech,AWS Certified,Software Engineer,Reject,51905,11,69
129,Michael Ingram,"Linux, Networking, Ethical Hacking, Cybersecurity",8,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,111242,5,100
1365,Candidate 1365,"Ethical Hacking, Cybersecurity, Networking, Linux",8,MBA,None,Cybersecurity Analyst,Reject,39973,7,62
1145,Candidate 1145,"Machine Learning, Python, Deep Learning",16,MBA,AWS Certified,Software Engineer,Hire,68712,16,0
371,Timothy Johnson,"Java, C++, React",7,PhD,None,Software Engineer,Hire,100195,6,100
892,Sandra Scott,"Pytorch, TensorFlow, Python",8,M.Tech,None,AI Researcher,Hire,82202,5,100
1499,Candidate 1499,"Python, Pytorch, NLP, TensorFlow",14,PhD,Google ML,Data Scientist,Hire,46385,20,97
1360,Candidate 1360,"C++, SQL, Java",9,M.Tech,AWS Certified,Software Engineer,Reject,43800,15,11
308,Andrew Shaw,"Python, SQL",1,MBA,Deep Learning Specialization,Data Scientist,Hire,112556,7,65
969,Ashley Rice,"Pytorch, TensorFlow",0,M.Tech,AWS Certified,AI Researcher,Hire,99429,9,65
1716,Candidate 1716,"TensorFlow, NLP, Pytorch",6,B.Sc,Google ML,Cybersecurity Analyst,Reject,128952,0,74
384,Melissa Wheeler,"TensorFlow, Python, NLP, Pytorch",4,B.Tech,None,AI Researcher,Hire,94202,4,80
151,Karen Peters,"Ethical Hacking, Networking, Linux",3,B.Tech,Google ML,Cybersecurity Analyst,Hire,118508,7,90
175,Lisa Jones,"Machine Learning, Deep Learning, Python, SQL",6,MBA,None,Data Scientist,Hire,76085,4,100
1318,Candidate 1318,"C++, SQL, React",20,B.Tech,None,AI Researcher,Reject,122510,19,26
1452,Candidate 1452,"Ethical Hacking, Cybersecurity, Networking, Linux",18,B.Tech,Google ML,Data Scientist,Hire,149295,9,17
1865,Candidate 1865,"Deep Learning, Python, Machine Learning",3,MBA,AWS Certified,AI Researcher,Reject,40286,8,63
1665,Candidate 1665,"Ethical Hacking, Networking",1,M.Tech,Google ML,Cybersecurity Analyst,Reject,136784,7,28
427,Robert Cameron,"Cybersecurity, Linux, Ethical Hacking",7,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,81422,10,100
495,Dawn Price,"React, SQL, Java, C++",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,119018,0,90
1208,Candidate 1208,"Ethical Hacking, Cybersecurity, Linux",16,B.Sc,AWS Certified,AI Researcher,Reject,61878,9,26
1634,Candidate 1634,"React, Java, SQL",1,B.Sc,AWS Certified,AI Researcher,Hire,133121,17,19
472,Claire Harris,"SQL, Deep Learning, Machine Learning, Python",1,PhD,None,Data Scientist,Reject,84161,6,60
1209,Candidate 1209,"TensorFlow, Pytorch, Python",16,B.Tech,Google ML,Data Scientist,Hire,101449,12,2
1821,Candidate 1821,"Machine Learning, Python, Deep Learning",19,B.Tech,Deep Learning Specialization,Data Scientist,Hire,34112,19,95
1034,Candidate 1034,"Networking, Linux",10,MBA,Google ML,Software Engineer,Hire,32409,11,19
1218,Candidate 1218,"Pytorch, TensorFlow, Python, NLP",2,M.Tech,None,AI Researcher,Reject,128879,19,58
1672,Candidate 1672,"Java, SQL, C++",8,PhD,Google ML,Cybersecurity Analyst,Hire,33078,8,49
715,Jacob Ferrell,"C++, SQL, Java",0,M.Tech,AWS Certified,Software Engineer,Reject,41382,0,25
1967,Candidate 1967,"TensorFlow, NLP, Python",20,M.Tech,None,AI Researcher,Hire,142867,10,75
1240,Candidate 1240,"Java, React, SQL, C++",13,M.Tech,Google ML,Cybersecurity Analyst,Hire,140402,0,53
776,Sara Ward,"TensorFlow, Python, Pytorch, NLP",2,PhD,Deep Learning Specialization,AI Researcher,Hire,116970,3,65
180,Erin Maynard,"Networking, Cybersecurity, Ethical Hacking",8,MBA,None,Cybersecurity Analyst,Hire,65748,4,100
276,Amber Brown,"NLP, TensorFlow",7,PhD,Deep Learning Specialization,AI Researcher,Hire,48195,0,90
490,Deborah Ramirez,"SQL, Machine Learning, Deep Learning, Python",3,PhD,None,Data Scientist,Hire,104405,9,95
1154,Candidate 1154,"Pytorch, TensorFlow, NLP",20,B.Tech,Deep Learning Specialization,Data Scientist,Hire,60130,20,36
1230,Candidate 1230,"Linux, Cybersecurity",12,B.Sc,AWS Certified,AI Researcher,Reject,129573,10,27
691,Victor Garza,"C++, Java",4,MBA,Deep Learning Specialization,Software Engineer,Hire,43297,2,70
1304,Candidate 1304,"C++, SQL, Java",6,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,135179,15,64
652,Kelly Berg,"Pytorch, TensorFlow",3,B.Tech,AWS Certified,AI Researcher,Hire,58215,9,95
820,Adam Tapia,"Networking, Linux, Ethical Hacking",4,PhD,None,Cybersecurity Analyst,Hire,107425,2,65
529,Kyle Johnson,"SQL, Machine Learning, Deep Learning, Python",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,117621,5,100
1781,Candidate 1781,"Networking, Cybersecurity",5,PhD,Google ML,Data Scientist,Hire,78257,13,26
1663,Candidate 1663,"SQL, C++, Java",10,B.Sc,AWS Certified,AI Researcher,Reject,96713,9,1
756,Alyssa Rivera,"C++, Java",5,B.Tech,Deep Learning Specialization,Software Engineer,Hire,116922,0,70
1059,Candidate 1059,"Machine Learning, Python, Deep Learning",3,M.Tech,AWS Certified,Software Engineer,Hire,115452,15,4
119,Sandra Freeman,"React, Java, SQL",4,MBA,Google ML,Software Engineer,Hire,99599,9,100
1025,Candidate 1025,"NLP, Python, TensorFlow",9,PhD,Deep Learning Specialization,Data Scientist,Hire,134916,16,65
1017,Candidate 1017,"SQL, Deep Learning, Python",3,B.Tech,Google ML,AI Researcher,Reject,124601,20,99
282,Gary Gonzalez,"Python, TensorFlow, Pytorch, NLP",9,MBA,Google ML,AI Researcher,Hire,99238,1,100
343,Dylan Keller,"Python, NLP, TensorFlow",7,B.Sc,Google ML,AI Researcher,Hire,62487,8,100
1317,Candidate 1317,"Python, Machine Learning",10,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,132233,15,25
1092,Candidate 1092,"Cybersecurity, Ethical Hacking",8,MBA,Deep Learning Specialization,Software Engineer,Hire,34248,17,18
969,Ashley Rice,"Pytorch, TensorFlow",0,M.Tech,AWS Certified,AI Researcher,Hire,99429,9,65
1666,Candidate 1666,"Java, SQL",19,MBA,AWS Certified,Software Engineer,Reject,119588,6,43
1986,Candidate 1986,"Ethical Hacking, Linux",1,B.Sc,Google ML,AI Researcher,Hire,118596,18,60
1906,Candidate 1906,"SQL, C++, React, Java",12,MBA,None,Data Scientist,Hire,139999,12,9
565,Robyn Griffin,"Networking, Linux",10,PhD,None,Cybersecurity Analyst,Hire,82245,2,100
1938,Candidate 1938,"TensorFlow, Python, NLP, Pytorch",10,B.Sc,None,Software Engineer,Reject,106266,8,81
310,Megan Cox,"SQL, Java",3,B.Tech,None,Software Engineer,Hire,63531,8,80
620,Mr. Bryan Hernandez,"Deep Learning, SQL, Machine Learning",6,MBA,Deep Learning Specialization,Data Scientist,Hire,79795,8,100
119,Sandra Freeman,"React, Java, SQL",4,MBA,Google ML,Software Engineer,Hire,99599,9,100
1743,Candidate 1743,"Ethical Hacking, Linux, Cybersecurity, Networking",5,B.Tech,Google ML,AI Researcher,Hire,120351,0,25
1272,Candidate 1272,"Deep Learning, SQL",15,MBA,AWS Certified,Cybersecurity Analyst,Reject,87811,15,19
156,Anthony Neal,"Cybersecurity, Ethical Hacking, Networking, Linux",6,M.Tech,None,Cybersecurity Analyst,Hire,98876,2,90
1848,Candidate 1848,"Ethical Hacking, Linux, Cybersecurity, Networking",18,B.Sc,Google ML,Data Scientist,Hire,84383,9,9
1899,Candidate 1899,"Machine Learning, SQL",16,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,93381,4,5
1656,Candidate 1656,"Deep Learning, Python, SQL, Machine Learning",6,PhD,None,AI Researcher,Hire,148497,14,5
461,Jamie Smith,"NLP, Pytorch, TensorFlow",9,MBA,Deep Learning Specialization,AI Researcher,Hire,67341,8,100
305,Tina Howard,"SQL, Python, Machine Learning",6,B.Sc,AWS Certified,Data Scientist,Hire,52824,9,100
583,Brian Dean,"C++, Java",5,PhD,Google ML,Software Engineer,Hire,76165,8,100
1389,Candidate 1389,"SQL, Deep Learning, Machine Learning, Python",17,PhD,Google ML,Software Engineer,Reject,82387,1,60
1014,Candidate 1014,"Networking, Linux, Ethical Hacking, Cybersecurity",5,M.Tech,AWS Certified,Software Engineer,Reject,87974,11,32
1957,Candidate 1957,"React, SQL, Java, C++",6,B.Sc,Google ML,Data Scientist,Hire,75537,1,18
1996,Candidate 1996,"Ethical Hacking, Linux, Cybersecurity",18,MBA,Google ML,Software Engineer,Hire,53120,7,32
965,Jason Jackson,"Cybersecurity, Linux, Ethical Hacking",2,PhD,None,Cybersecurity Analyst,Hire,51721,10,85
1308,Candidate 1308,"TensorFlow, NLP, Python",9,M.Tech,Google ML,Cybersecurity Analyst,Reject,141778,14,41
423,Zachary Cohen,"NLP, TensorFlow, Pytorch, Python",8,B.Sc,Deep Learning Specialization,AI Researcher,Hire,108667,0,100
576,James Johnson,"Python, Machine Learning",5,B.Sc,None,Data Scientist,Hire,65003,1,65
597,Samantha Smith,"Python, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,95958,2,100
1956,Candidate 1956,"NLP, TensorFlow, Pytorch, Python",16,B.Sc,Deep Learning Specialization,Data Scientist,Hire,114206,15,27
1489,Candidate 1489,"Linux, Networking",20,M.Tech,Google ML,Software Engineer,Reject,41893,18,99
1707,Candidate 1707,"Ethical Hacking, Linux",2,MBA,Google ML,Data Scientist,Reject,129731,13,94
1501,Candidate 1501,"Ethical Hacking, Networking",2,B.Sc,None,Cybersecurity Analyst,Reject,61285,1,15
1300,Candidate 1300,"Cybersecurity, Ethical Hacking",5,MBA,AWS Certified,Cybersecurity Analyst,Reject,126936,12,61
133,Eric Gregory,"Ethical Hacking, Networking, Linux, Cybersecurity",8,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,114147,4,100
954,Jennifer Juarez,"Networking, Cybersecurity, Ethical Hacking, Linux",4,M.Tech,Google ML,Cybersecurity Analyst,Hire,91996,8,100
1193,Candidate 1193,"Python, SQL, Deep Learning",13,PhD,Google ML,Software Engineer,Hire,144457,12,19
862,Chelsea Weaver,"TensorFlow, Pytorch, Python, NLP",6,PhD,AWS Certified,AI Researcher,Hire,109248,8,100
844,Daniel Carter,"Ethical Hacking, Linux",2,MBA,None,Cybersecurity Analyst,Hire,116969,7,65
1802,Candidate 1802,"Linux, Ethical Hacking",6,MBA,Google ML,Data Scientist,Reject,30607,7,32
1629,Candidate 1629,"Linux, Ethical Hacking, Networking",16,B.Sc,AWS Certified,Software Engineer,Reject,78055,3,77
1994,Candidate 1994,"Python, Pytorch, TensorFlow",19,MBA,None,Data Scientist,Reject,109360,11,69
589,Katherine Perry,"C++, React",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673,5,100
270,Jerry Allen,"Cybersecurity, Linux, Networking, Ethical Hacking",9,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,94447,4,100
630,Craig Lewis,"TensorFlow, NLP, Python, Pytorch",3,B.Sc,None,AI Researcher,Hire,95357,8,90
1731,Candidate 1731,"Python, NLP, Pytorch, TensorFlow",18,B.Sc,None,AI Researcher,Hire,82472,6,19
1034,Candidate 1034,"Networking, Linux",10,MBA,Google ML,Software Engineer,Hire,32409,11,19
315,Robert Thompson,"Networking, Ethical Hacking, Linux, Cybersecurity",10,M.Tech,Google ML,Cybersecurity Analyst,Hire,97006,5,100
287,Emily Sanchez,"C++, React, SQL, Java",2,MBA,None,Software Engineer,Reject,96229,1,45
1327,Candidate 1327,"Networking, Cybersecurity, Linux, Ethical Hacking",10,B.Tech,AWS Certified,Software Engineer,Hire,53184,14,70
930,David Levy,"Pytorch, TensorFlow, NLP, Python",1,M.Tech,None,AI Researcher,Reject,63713,0,30
301,Kristen Maynard,"Linux, Ethical Hacking",10,M.Tech,Google ML,Cybersecurity Analyst,Hire,71601,9,100
1166,Candidate 1166,"Linux, Networking, Cybersecurity, Ethical Hacking",16,PhD,Deep Learning Specialization,Data Scientist,Hire,139798,0,41
888,Debra Williams,"Ethical Hacking, Cybersecurity, Linux",1,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,117772,2,45
1589,Candidate 1589,"React, Java, SQL, C++",1,PhD,Google ML,AI Researcher,Hire,104300,10,82
1448,Candidate 1448,"TensorFlow, NLP, Python",3,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,40562,3,49
1473,Candidate 1473,"SQL, Java",17,B.Tech,Google ML,Data Scientist,Hire,96962,7,66
818,Cindy Armstrong,"TensorFlow, NLP, Pytorch, Python",1,PhD,AWS Certified,AI Researcher,Reject,83138,3,55
770,Danielle York,"SQL, Python",8,MBA,AWS Certified,Data Scientist,Hire,104379,6,100
1187,Candidate 1187,"Python, SQL",0,MBA,Deep Learning Specialization,Data Scientist,Reject,102062,3,51
66,Cynthia Simmons,"Java, React, C++",1,PhD,None,Software Engineer,Reject,62647,3,40
941,Donald Cantu,"Linux, Cybersecurity, Networking, Ethical Hacking",6,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109463,6,100
1881,Candidate 1881,"Linux, Networking, Cybersecurity",16,M.Tech,AWS Certified,Software Engineer,Hire,123306,18,96
891,Jason Case,"Cybersecurity, Networking",7,M.Tech,Google ML,Cybersecurity Analyst,Hire,117696,4,100
1076,Candidate 1076,"Python, Deep Learning",16,B.Tech,None,AI Researcher,Reject,112838,8,77
1467,Candidate 1467,"Linux, Ethical Hacking",6,MBA,Google ML,AI Researcher,Reject,32072,3,27
1767,Candidate 1767,"SQL, Machine Learning, Python, Deep Learning",17,M.Tech,Deep Learning Specialization,Data Scientist,Hire,145626,0,50
511,Roger Lewis,"Networking, Ethical Hacking, Linux, Cybersecurity",9,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,80779,5,100
105,Miguel Dunn,"Java, SQL",5,B.Tech,Google ML,Software Engineer,Hire,81801,1,75
9,Nancy Jenkins,"Networking, Ethical Hacking",7,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,92270,3,100
231,Thomas Curtis,"Python, NLP, Pytorch",1,MBA,Google ML,AI Researcher,Reject,113921,1,40
504,Alex Morgan,"Linux, Networking",4,M.Tech,None,Cybersecurity Analyst,Reject,116278,0,50
96,Stephen Watkins,"TensorFlow, Pytorch, Python, NLP",1,B.Sc,AWS Certified,AI Researcher,Reject,97235,4,60
749,Jessica Porter,"NLP, Pytorch, TensorFlow",2,PhD,Deep Learning Specialization,AI Researcher,Reject,47573,3,60
381,James Allen,"Pytorch, NLP, Python, TensorFlow",10,M.Tech,AWS Certified,AI Researcher,Hire,77860,1,100
1036,Candidate 1036,"SQL, Machine Learning, Python, Deep Learning",9,B.Sc,Deep Learning Specialization,Data Scientist,Hire,134395,11,5
1526,Candidate 1526,"SQL, C++",6,M.Tech,None,Cybersecurity Analyst,Hire,97970,6,89
1044,Candidate 1044,"NLP, Pytorch, TensorFlow",2,MBA,Google ML,Cybersecurity Analyst,Reject,60746,2,1
116,Tina Smith,"NLP, TensorFlow, Pytorch",9,PhD,None,AI Researcher,Hire,88498,9,100
1005,Candidate 1005,"NLP, Python, TensorFlow",16,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,39567,20,45
1958,Candidate 1958,"SQL, React, Java",6,MBA,AWS Certified,AI Researcher,Hire,116743,18,97
837,Kelly Jones,"Deep Learning, Python",9,B.Tech,Google ML,Data Scientist,Hire,91723,8,100
378,Jacob White,"Python, Machine Learning, Deep Learning",0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,97987,10,75
375,Thomas Lee,"Cybersecurity, Linux, Ethical Hacking",3,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,75300,5,80
751,Thomas Ramos,"Cybersecurity, Networking, Linux",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,107124,2,100
799,Elizabeth Smith,"SQL, Java, C++",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,113251,8,100
937,Samuel Arnold,"Ethical Hacking, Linux",9,MBA,AWS Certified,Cybersecurity Analyst,Hire,46896,8,100
940,Amy Lawson,"Networking, Linux, Cybersecurity",1,PhD,Google ML,Cybersecurity Analyst,Hire,48456,8,75
1322,Candidate 1322,"NLP, Python",20,M.Tech,None,AI Researcher,Hire,47992,0,70
1556,Candidate 1556,"Java, React, SQL, C++",2,M.Tech,Google ML,Cybersecurity Analyst,Hire,118597,17,73
1400,Candidate 1400,"TensorFlow, NLP, Pytorch, Python",6,M.Tech,None,Software Engineer,Hire,57688,13,37
506,Robert Aguilar,"Networking, Ethical Hacking",0,PhD,Deep Learning Specialization,Cybersecurity Analyst,Reject,63561,5,45
530,Denise Cruz,"TensorFlow, NLP, Pytorch, Python",4,M.Tech,AWS Certified,AI Researcher,Hire,48906,7,100
1047,Candidate 1047,"SQL, Machine Learning, Deep Learning",3,B.Sc,None,Software Engineer,Reject,121006,2,44
637,Charles Bennett,"Pytorch, TensorFlow, Python",6,B.Tech,None,AI Researcher,Hire,65283,7,100
1270,Candidate 1270,"Python, SQL",14,B.Tech,None,Software Engineer,Reject,141428,19,19
186,Anthony Benson,"Java, C++, React, SQL",5,MBA,Deep Learning Specialization,Software Engineer,Hire,64162,7,100
507,Danielle Rollins,"TensorFlow, Python, NLP",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,74451,9,100
625,Victoria Thompson,"Cybersecurity, Ethical Hacking, Linux, Networking",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109004,7,100
267,Gregory Rogers,"Networking, Ethical Hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,74792,5,45
1798,Candidate 1798,"Networking, Linux, Ethical Hacking, Cybersecurity",17,MBA,Deep Learning Specialization,Data Scientist,Reject,117044,16,77
1442,Candidate 1442,"NLP, TensorFlow, Pytorch",20,M.Tech,Deep Learning Specialization,Data Scientist,Hire,145480,1,91
1536,Candidate 1536,"Python, SQL, Deep Learning, Machine Learning",6,M.Tech,Deep Learning Specialization,AI Researcher,Reject,107622,5,77
1274,Candidate 1274,"NLP, Pytorch, Python",1,MBA,AWS Certified,Software Engineer,Hire,42862,20,17
608,Raymond Roach,"C++, React, SQL, Java",5,M.Tech,None,Software Engineer,Hire,48105,6,100
1713,Candidate 1713,"Pytorch, Python",4,B.Sc,AWS Certified,Data Scientist,Hire,85464,16,49
1971,Candidate 1971,"SQL, Machine Learning, Python, Deep Learning",6,MBA,None,Data Scientist,Reject,117278,4,53
549,Heather Lewis,"Networking, Linux, Ethical Hacking, Cybersecurity",3,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,115553,9,100
1251,Candidate 1251,"TensorFlow, NLP, Python, Pytorch",2,M.Tech,Google ML,Cybersecurity Analyst,Reject,30331,18,26
1631,Candidate 1631,"Python, TensorFlow",8,B.Tech,AWS Certified,Software Engineer,Reject,55678,4,100
1348,Candidate 1348,"Python, Pytorch, NLP",1,PhD,AWS Certified,AI Researcher,Hire,105277,15,57
1978,Candidate 1978,"Pytorch, TensorFlow",16,B.Tech,Google ML,Software Engineer,Hire,120932,17,95
159,Christopher White,"Ethical Hacking, Linux",6,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,113676,9,100
1749,Candidate 1749,"Java, C++, React",8,PhD,Deep Learning Specialization,Software Engineer,Reject,83003,10,69
321,Jerome Sampson,"Deep Learning, SQL",5,MBA,Google ML,Data Scientist,Hire,114879,8,100
903,Lisa White,"Deep Learning, Machine Learning, SQL, Python",6,PhD,Deep Learning Specialization,Data Scientist,Hire,48306,10,100
353,Morgan Mueller,"Python, Deep Learning, SQL, Machine Learning",9,PhD,None,Data Scientist,Hire,45043,5,100
1231,Candidate 1231,"Networking, Cybersecurity, Ethical Hacking, Linux",19,B.Sc,AWS Certified,Software Engineer,Reject,56964,1,23
1480,Candidate 1480,"Networking, Cybersecurity, Ethical Hacking, Linux",7,B.Sc,Deep Learning Specialization,Software Engineer,Hire,133417,9,30
445,Debbie Duffy,"Java, React, SQL",4,PhD,AWS Certified,Software Engineer,Hire,92781,0,65
1916,Candidate 1916,"Networking, Linux, Ethical Hacking, Cybersecurity",13,B.Tech,AWS Certified,Data Scientist,Hire,131259,4,11
755,Jesse Bird,"Python, Pytorch, TensorFlow",9,MBA,AWS Certified,AI Researcher,Hire,97312,1,100
1738,Candidate 1738,"SQL, Python, Machine Learning",11,PhD,Deep Learning Specialization,AI Researcher,Hire,51112,1,37
1960,Candidate 1960,"Pytorch, Python, NLP",18,B.Tech,None,Software Engineer,Reject,41081,19,29
312,Benjamin Rivera,"SQL, Machine Learning, Python, Deep Learning",6,B.Sc,Google ML,Data Scientist,Hire,99502,8,100
549,Heather Lewis,"Networking, Linux, Ethical Hacking, Cybersecurity",3,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,115553,9,100
